content,그 중앙도서관 2~3층이 법학관이여?
content,"오늘 소설창작입문2 ㅎㅇㅈ 교수님 대면수업 맞지,,? 나만 학교 가고 있는 거 아니지,,???"
content,답안 작성하고 있다가 시험 시간 끝나면 그냥 빈칸으로 제출 되나요 아니면 치고 있던거 그대로 제출 되나요?
comment,임시저장 눌렀으면 임시저장 누른거 까지는 제출 된다고 들었어요! 불안하시면 교수님한테 문의해보시는게 제일 좋을거같아용!,10/21 15:01
comment,감사합니다!! 아직 시험은 안봤는데 혹시나해서 질문 남긴거에용!,10/21 15:02
comment,아아 그렇군요! 어제 시험칠때 그렇게 된 학우분들 계셨었는데 교수님이 그때바로 확인해보시더니 자세히는 임시저장 누른거 까지는 제출된것같다고 하셨어요! 교수님도 자세히 봐야알겠지만 제출은 된것같다~ 하셨어요!,10/21 15:03
comment,답변 감사합니당!! 그럼 끝날 때 제출 할때도 바로 제출 버튼이 아닌 임시저장을 누르고 제출을 해야하는거죵??,10/21 15:07
comment,그냥 제출을 눌러도 되긴하는데 시험 풀면서 날라갈수도 있으니까 중간중간 임시버튼 계속 눌러주시면 좋아요! 제출 전에 여유가 있다면 눌러도 되겠죵?,10/21 15:07
comment,감사합니다!!,10/21 15:17
comment,"한 시험 10분전, 1분전 임시저장 할꺼냐고 창이 떠요! 시험 도중 시간 끝나면 임시저장 상태로 제출됩니당",10/21 15:02
comment,아 그러면 임시저장을 안하면 빈칸으로 가기 때문에 임시저장 후 제출을 해야하는건 가용??,10/21 15:03
comment,"네네 창뜰때마다 임시저장하는게 좋고, 그래도 마지막에 제출 버튼은 누르는게 제일 안전합니다!!",10/21 15:07
comment,감사합니다!!,10/21 15:17
content,eas젶벨리 교수님 단어 뜻쓸때 그 세개중에 하나 고르는 문제에서 한단어짜리 뜻도 쓰고 그러는거?아님 사전에서 찾어쓰고 그때 5단어 아래일때 예시쓰는거?
comment,난찾아서썼음 한단어는너무짧아사,10/21 15:22
comment,그럼 그 세개중 선택하는 문제에 있는 단어들은 다 찾아서씀?,10/21 15:24
content,혹시 ㄱㅇ학과 칭구 있나용 물어보고 싶은 게 있는뎅 ㅜㅜ 물어볼 곳이 없어... 🥺
comment,삭제된 댓글입니다.,
comment,혹시 쪽지해도 될까용...?!,10/21 15:20
comment,감사합니당!! 보냈어요 🥰🥰,10/21 15:30
comment,나야나,10/21 15:43
comment,혹시 쪽지로 뭐 좀 물어봐도 될까....?!? 😊😊,10/21 15:44
comment,웅웅,10/21 18:23
comment,삭제된 댓글입니다.,
comment,혹시 쪽지로 뭐 좀 물어봐도 될까용?! ☺️☺️,10/21 16:14
comment,저요,10/21 16:27
comment,쪽지로 뭐 좀 물어봐도 될까용!?? ☺️☺️,10/21 16:28
comment,넵,10/21 16:28
comment,저용!!,10/21 17:22
comment,나나!,10/21 18:26
content,민주주의와 시장경제 김인환 교수님 오늘 9시에 수업 하셨나요?
content,ㄱㄱㅎ 교수님 10분 지나면 어차피 결석이라고 하셧는데 16분에 들어갓는데 걍 듣지 말까
comment,ㄹㅇㅋㅋ 셤공부해 걍,10/21 10:58
content,오픽 ㅂㄹㅇㅅ 시험 오늘 11시부터 질문 이메일로 받고 레코드 해서 전송하는거 아니야...? 뭐지
content,쟌아마다 교수님 오늘 시험인가..!?ㅋㅎ망했다
comment,아니야 할 수 있어,10/21 10:58
comment,ㅎㅎ고마웡,10/21 11:01
comment,삭제된 댓글입니다.,
comment,아 그래?? 일정표 보니까 시험이라 되어있어서 오늘 시험인줄 알았어,10/21 11:10
comment,삭제된 댓글입니다.,
comment,ㅇ엉,10/21 12:14
comment,에이 근데 공지 안하셨지? 아무리 봐도 시험 아닐 것 같아,10/21 12:15
comment,금요일 맞나봐..ㅎ내가 잘못알았나봐 혼란을 줘서 미안,10/21 12:23
comment,ㅋㅋㅋㅋㅋㅋㅋㅋ그건 나도ㅎㅎㅎㅌㅋㅎㅋㅋㅋ,10/21 12:25
comment,ㅇㅈ 걍 파파고 돌려야지,10/21 12:27
content,정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에정신나갈거같에
comment,이미 나간거 같은데,10/21 11:02
comment,진정해..,10/21 11:05
comment,이글보고 나도 나갈듯ㅋㅋㅋㅌㅋㅋㅌㅌㅌㅋㅋㅋㅋㅋㅋ,10/21 11:17
comment,나갔메 이미!,10/21 11:37
comment,점심나가서 먹을거 같에,10/21 12:11
content,사개론 쌉소리들로 한장씀 강의 들을 필요가없던거 같은데;
comment,쉬웠어??,10/21 11:16
comment,오후반임? 강의들을필요 1도 없다고 생각해 난..,10/21 11:16
comment,오호,10/21 11:16
comment,오전반이니 다시써야하나ㅜ고민중 ㅠㅠㅠ,10/21 11:16
comment,오후반입니다 ㅎㅎ,10/21 11:23
comment,나도 그냥 뭐라는지.... 진짜 아무말 한듯,10/21 11:21
comment,ㅋㅋㅋㅋ난 제일짜증나는 과제가 나보고 뭐해야할지 생각해서 쓰라는건데ㅋㅋㅋㅋ딱 이거넹 ㅎㅎ...,10/21 11:22
comment,삭제된 댓글입니다.,
comment,70분내로 ㅆㄱㄴ,10/21 11:23
comment,나 어려울까봐 안 떨어도 대냐?,10/21 11:26
comment,ㅇㅇㅇ 릴렉스행,10/21 11:26
comment,근데 솔직히 강의 때도 이 부분은 공부할만한 이론같은거 별로 안 하시고 예시 기사만 엄청 보여주셔서 공부할 것도 없는 듯...,10/21 11:27
comment,ㄹㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아무말대잔치야 나도;;어케 ㅋ,10/21 11:35
comment,ㅠㅠㅠㅠㅠ70분촉박하게 써서 제출할 생각갖고 있었는데... 허무해 점수보면 허무하다못해 땅으로 꺼질거같고ㅜㅜ,10/21 11:36
comment,와 진짜 나도 ㅋㅋ... 70분 부족할거 같았는데... 이제 점수가 두렵다 ㅋ....,10/21 11:37
comment,난 시간 부족하던뎅...근데 수업 들을 필요 없는건 ㅇㅈ 애초에 그럴것같았음,10/21 11:43
comment,1차 과제랑 비슷한 느낌이야 아니면 그냥 개념 위주 시험이야?,10/21 11:51
comment,1차과제,10/21 11:51
comment,음 둘중고르라면 1차과제,10/21 11:51
comment,이론 정리 열심히 해놨는데ㅋㅋㅋㅋㅠㅠㅠㅠ 알려줘서 고마우,10/21 11:53
comment,너가 수업내용이랑 연관지어쓰면 개멋있을거야 난 머리안돌아가서 못했지만,10/21 11:55
content,불인 ㄱㄱㅅ 독후감 열장 며칠걸림 나 지금부터 써도 ㄱㅊ겠지 근데 시험도 인터넷 서칭하면서 풀면 되지않ㄴ아? ㅠ
comment,독후감 아직 시작도안함 시험문제는 뒤에 문제들에서 나온다던데,10/21 11:17
comment,독후감 3일컷 도전해본다,10/21 11:17
comment,나도 시작안함ㅋㅋㅋㅋㅋ책도 안읽음 책 얼마나 읽을거임?,10/21 11:19
comment,10장써야해서 본론 10개 쓸생각 챕터가 총 10개자나 다읽을 수 있으려나,10/21 11:20
comment,"책 개두껍던데 ,, 그럼 본론쓸때 키워드 하나 뽑아서 쓰는거 맞지..",10/21 11:25
comment,웅웅 근데 조금읽고눈 절대 못채울 양이라서ㅋㅋㅋ ㅠ,10/21 11:25
comment,ㄹㅇㅋㅋ 개고통이네 ㅜ,10/21 16:53
comment,하아 세장남있따...,10/21 19:00
comment,아직도 안한 사람 나야나~..!,10/23 02:30
comment,시바ㅠ 난 하루컷 해야 됨ㅠ 현타온다,10/23 02:30
content,졸업시켜줘
content,사개론 ㅇㅁㅈ교수님 다들 어땠어...? 더이상 쓸 내용이 없는데 어떡하지ㅠㅜㅠ
comment,ㅋㅋㅋㅋㅋ난 시간부족햇음 ㅠ,10/21 11:40
comment,헐ㅠㅠ 쓸게 있었구나 난 상상력이 딸려서 적다가ㅠㅠㅠㅠ결국 이상해졌어,10/21 11:40
comment,"난 다했다,,방금",10/21 11:40
comment,헐 시간딱맞춰했네.. 내 과제어떡해..,10/21 11:41
comment,엥 얼마나적었는데???,10/21 11:42
comment,적긴 한페이지 다 적었는데 내용이 없어,10/21 11:43
comment,"나도 시간부족,,허겁지겁해서 3분전에 냄",10/21 11:42
comment,오.. 다들 열심히했구나......😭좀더 검색해볼걸 그랬나,10/21 11:43
comment,나 다음 시간인데 시간이 많이 촉박했나 다들 ㅠㅠ,10/21 11:43
comment,나는 필라델피아 선언만 쓰고 진짜 내 견해만 썼는데 괜찮겠지,10/21 13:59
comment,그게모야,10/21 14:04
comment,그냥 미국에서 선언한 내용!! 거기에 어쩌구 저쩌구 씅ㅕ있길래,10/21 14:07
content,쟌아다마 교수님 수금 4시 수업 오늘 시험 맞지?
comment,오늘 시험에 대해 알려준다고 하지않음?,10/21 12:14
content,나삶 ㅅㅌㅇ 교수님 수업 과제 또 있어??!
comment,과제가 있어? 난 자서 모름ㅠㅠㅋㅋ,10/21 11:37
comment,기말 과제~~~~,10/21 14:03
content,미친.. ㅇㅁㅈ 교수님 펜으로 작성해서 올리는거였네.. 한글로 올렸는데 이거 어떻게 해야하지..ㅠ
comment,???????,10/21 11:44
comment,아 갑자기 눈물난다... 이거 감점되겠지???ㅠㅠ,10/21 11:45
comment,응....,10/21 11:45
comment,감점 많이 될라나.?.ㅠㅠ 지금이라도 펜으로 적어서 메일 보내볼까?? 달라질거 없을거 같긴한데ㅜㅜ,10/21 11:46
comment,....???,10/21 11:45
comment,그래도 안 낸 것보단 나을거야,10/21 11:46
comment,위로해줘서 고마워ㅠㅠㅠㅠㅜ,10/21 11:47
comment,사개론?,10/21 11:45
comment,응...,10/21 11:45
comment,그래도 많이 감점은 안되지 않을까?ㅠㅠㅠㅠ 윗댓 말대로 안 낸 것보다는 나을 거라고 생각하고 털어버리자ㅠㅠㅠㅠ,10/21 11:48
comment,일단 메일로 문의는 해보는게좋을듯 다 썻는데 아쉽자너,10/21 11:47
comment,고마워ㅠㅠ,10/21 11:47
comment,"나도,,다음메일로 보내면 보실까?",10/21 11:51
comment,일단 나는 지금 보냈어...,10/21 11:52
comment,답장오셨니??ㅠ,10/22 10:49
comment,응 저때 메일 보냈더니 바로 답장 오셨어 빨리 제출하라고,10/22 10:50
comment,난 지난학기에 그래서 b맞움..,10/21 12:44
comment,중간에서 많이 깎으셨어?,10/21 12:53
comment,헐...중간에서 많이 깎였어?????,10/21 13:52
comment,올해도 중간 과제 아니야??,10/21 14:06
comment,"올해는 중간, 기말 과제 하나씩 있고 에세이도 몇개 있어,.",10/21 14:07
content,사개론 시험 다들 한번에 적음? 난 한번에 적었더니 내용 순서가 이상해짐ㅋㅋㅋ
comment,노트뷱에 먼저쓴다음에 손으로 썻으,10/21 11:46
comment,22,10/21 11:47
comment,시간 안부족했음?,10/21 11:48
comment,엉 되던디 35분 노트북으로 쓰고 30분 손으로 쓰고,10/21 11:49
comment,아 이래서 내가 손으로 한번에 쓰니까 시간이 남았던건가,10/21 11:50
comment,뭐 제출만 하면 머로 썻던 상관없으니까!,10/21 11:51
comment,한번에ㅇㅇ 그래서 나도 이상해,10/21 11:47
comment,미련버리려공ㅋㅋㅋ,10/21 11:48
content,사개론실화냐 왜굳이 펜으로 적어야해서ㅠ시간잡아먹는거지 진짜 노이해 .. 한글로 썻을땐 만족했는데 펜으로쓰다가 시간없어서 개망함ㅋ오개념도 하나넣고 하 죽고싶애
comment,나도 왜 펜으로 써야하는지 노이해..,10/21 11:50
comment,진짜 개짱나.......그리고 내 글씨 알아보실 수 있을까 그냥 재수강각이다 피에프 절실히 원한다,10/21 11:51
comment,나글씨 좀 크게쓴듯,10/21 11:51
comment,난개날려서 써서 아담스미스때랑 개달러 ㅋㅋㅋㅋㅋㅋㅋ 의심하시는거아니냐구,10/21 11:51
comment,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아담스미스 개열심히 썼었는데.. 모범답안엔 못들었지^^..,10/21 11:52
comment,아 진짜 왜 펜으로 하시는거야 글쓰는 속도 느린 사람은 어떡하라구...,10/21 11:53
comment,내말이..이럴거면 나그냥 파일로올리고 배째라할걸 파일이 빵점 아닌이상,10/21 11:53
comment,아혀 손으로 쓰면 생각 정리도 안대는데 시험은 타이핑으로 과제만 펜으로 쓰게 하시지...,10/21 11:54
comment,"내말이 그말이여 ...,,물론 뭐 다들 똑같은 상황이긴 했지만 ㅠㅠ",10/21 12:03
comment,개싫어 교수,10/21 11:57
comment,나도...나진짜싫어졌어,10/21 12:03
comment,삭제된 댓글입니다.,
comment,내말이 그말이 ㅠㅠ심지어 우리 시험시간 1시간 40분이 아니라 1시간 10분이었음 익5야... 다써서 올린것만해도 기적...,10/21 12:09
comment,왜  노이해지..? 난 항상 그래왔는걸,10/21 15:09
comment,ㅠㅠ😭,10/21 15:09
comment,난 다 한글파일로 제출하고 자필은 이 과목이 첨이였는데 굳이 손으로써야하나싶었어. 어차피 제출도 서면이 아니라 컴퓨터로 하는건데..뭐 다들 경험에 따라 다른거겠지만 ~,10/22 11:30
comment,마저마저..1학년땐 막 이해안가고 짜증나고 그랬는데 이젠 그러려니..ㅋㅋㅋㅋㅋ,10/22 11:38
content,오늘 물리 ㅇㅎㅌ교수님 중간고사시간 하루 준다고 하신거 맞지??
content,데런 오늘 웹엑스 안켜도 되는거지?
comment,ㅇㅇ,10/21 13:36
content,핍초도로프 교수님 수업 영상재작과이해 듣는사럼?ㅠㅠ
content,오리엔탈리즘 저만 어려웠어요...????
comment,저도ㅠ,10/21 12:04
comment,"아니 ㅠㅠㅠㅠ진짜 어려웠는데 아무도 글을 안 써요,,,???ㅜㅜㅜㅜㅠ",10/21 12:04
comment,저는 시간 부족할거 같아서 전날에 미리 다섯장쯤..? 분량으로 전범위를 서술해놨음.. 그래도 간당간당했어여 ㅜ,10/21 20:59
comment,"와,,, ㄹㅇ 존경합니다,,,",10/22 00:33
comment,삭제된 댓글입니다.,
comment,그거 어디서 봐요??,10/23 22:11
comment,저도 지각이긴 한데 괜찮을 것 같은데요??,10/23 22:20
comment,넵넵!,10/24 00:15
content,아 사개론 개싫어 ㅅㅂ
comment,왜왜ㅠㅠ 나도 개싫어ㅎㄹㅎㄹ,10/21 12:01
comment,진짜 개싫음 뭐저래,10/21 12:02
comment,왱...?뭔 일 있어?,10/21 12:03
comment,자필로 내라는게 개빡쳐 해보니까 너무 힘들더라,10/21 12:04
comment,헐 자필...?손 아프고 시간 때문에 불안해서 집중도 안될 듯...,10/21 12:05
content,사개론 ㅇㅁㅈ 시험 이거 아이패드로 글 써도 되나..????밖이라 종이 없는데 ㅠㅠㅁ
comment,타이핑만 안댈 걸,10/21 12:03
comment,고마워!!,10/21 12:08
content,미디어커뮤니케이션 학과 새내기 찾아요ㅠㅠㅠ! 급하게 여쭤볼게 있네요ㅠㅠㅠ!!
comment,넹!,10/20 22:08
comment,혹시 쪽지 보내도 될까요?,10/20 22:08
comment,네~대답할수있는거묜해드릴게요!,10/20 22:08
comment,저염,10/20 22:27
content,이거 ㅈㄴ공감된다ㅋㅋㅋㅋㅋ
comment,앜ㄱㅋㄱㅋㅋ ㅇㅈ 추억이다 ㅠ,10/20 22:17
comment,우리 체육쌤은 오만 애들 시비 다 걸었는디...,10/21 00:04
comment,우리 체육쌤은 영어듣기하는데 저러시더라 ㅋㅋ,10/21 00:52
comment,골프 스윙 국룰,10/21 00:38
comment,울학교는 모든 남자체육쌤들이 테니스 스윙하심ㅋㅋ,10/21 01:13
content,시봉 칸트 뭐라고 하는지 1도 모르겠네 한 문장 몇번이나 반복해서 읽는데도 내가 빡대가린건지 이놈이 말을 똥같이 하는건지 대가리 깨자 깨
content,고졸인 내가 글써서 교수한테 제출하는거 정말 가슴 떨린다... 대학은 글쓰기 ptsd를 심어주는 과정일까
comment,ㄹㅇ..... 난 그냥 키보드 두드리는 오이인데..,10/21 02:45
content,내일 데미안 eas 수업 있음?
comment,혹시 무슨무슨요일 수업이세요?,10/21 00:38
comment,월수요 !,10/21 00:39
comment,전 월목이긴한데 그 전주에 말하시기를 무슨 시험있으면 그날에 빠져도 된다한것 같긴한데 저도 자세히 몰라서 궁금했었거든요... 어떻게 해야 할지,10/21 00:40
comment,혹시 수업하셨나요..?,10/21 10:00
comment,11시 수업입니다 ..!,10/21 10:13
comment,아 수업 있는거군요 감사합니다 알려주셔서,10/21 10:15
content,중국어 ㅇㅅㅎ듣는사람 국가 뭐나온다고 알려주셨는지 알려줄수있을까..
content,불인 ㄱㄷㄹ내일 시험 때 아이패드로 교안보는 건 괜찮은거야?공지가 명확한게 없어 정말...
comment,쪽지로 물어봤는데 ㅇㅋ 하심,10/21 09:43
content,미적 10.7절 내 머리론 도저히 이해 불가다... 나머지고 어림값이고 걍 하나도 모르겠음 ㅅㅂ..
content,Eas2 캐서린 교수님 그럼 내일 줌 안키고 카톡방만 보면되는거야??
comment,나는 그렇게 알고 있당,10/21 01:24
comment,오케이 땡큐,10/21 01:27
comment,캐서린 교수님 시험 어떤싣으로 보는거야???,10/21 02:15
comment,그건 나도 잘모르겟다 ㅜㅜ 그냥 피피티에 있는대로 이해중,10/21 02:16
comment,혹시 한시간동안 글작성하고 그런거야..?? 늦은시간에 미안..,10/21 02:19
comment,"내 생각엔 아마 내일 파일같은거 올려주시면 거기에 있는대로 하면 될듯,,??",10/21 02:57
content,사개론 우째야하눙..
comment,내말이 예측불가ㅋㅋㅋㅋㅋ,10/21 01:25
comment,ㅋㅎㅋㄹㅋㄹㅋㄹㅋㄹㅋㄹㅋ환장,10/21 01:35
comment,막상 닥치면 다 하게될듯 ㅋㅋ,10/21 01:33
comment,쌉소리라도 짓껄이겠지....?🥺,10/21 01:35
comment,"나도,,,못하겠어",10/21 01:41
comment,1학기때 딴과목 논술시험 칠때 컴퓨터로 쳐도 시간 부족한던데 생각하고 어캐 펜으로 옮기냥 .......... 너무 막막,10/21 01:42
comment,"맞아 나도 딴과목 논술셤칠때 시간엄청부족했는데 이건 펜으로,, 언제 개요짜고 적지",10/21 01:44
comment,교수님 왜이렇게 아날로그적이실까 .. 그냥 한글 파일 보시면 안되는 걸까...?,10/21 01:45
comment,그런거 막상 닥치면 쌉소리라도 해서 채우게 되있음ㅋㅋㅋ,10/21 01:54
comment,"대체 뭘 해야하는지 모르겠어,,,,,, 아 머리 깨진다",10/21 02:51
comment,여기 signifyning practice..? 몇번 째 강의에 나오는 지 아는 사람 있을까..?,10/21 02:54
comment,그..그게뭐야.......?,10/21 02:59
comment,그걸 나도 모르겠어 ... 그 수요일 강의 설명에 나어ㅏ있던데..? 나도 단어 하나 써놨더라구.. 다른 설명 없이.. 다시 찾고싶은데ㅜ대체 어디 나오는지..,10/21 03:00
comment,불평등 부분이야??,10/21 03:01
comment,아니 문화!,10/21 03:01
comment,할수있어!!!!나 1학기때 들었었는데 할 수 있ㅇㅓ!!!!손이 좀 아플뿐..,10/21 03:10
comment,희망적이다..고마웡..,10/21 03:19
comment,ㅇㅁㅈ?,10/21 03:19
comment,몰라 난 잘래......ㅋㅋㅋ...,10/21 03:47
content,과제 하는데 모기소리가 들린다아까 잡았는데 또 어디서 튀어나오는거야..ㅠㅠ
content,나 내일 학교 처음 간다 어떡해 떨려
comment,왜가닝 ?,10/21 02:12
comment,수업!,10/21 02:40
comment,대박 대면해?,10/21 02:59
comment,잘 다녀왕 ㅎㅎ,10/21 02:41
content,회계원리 ㅎㅈㅅ 교수님 그 7장 계속기록법 관련 문제들은 안 풀어도 된다고 하셨죠?
comment,넹,10/21 02:52
content,사개론 ㅇㅁㅈ 에이폰 3분의2채워야 하지....?ㅠㅠ
comment,시험은 한페이지던데 분량,10/21 09:26
comment,이거 과제란에 올라오는거맞지?,10/21 10:20
comment,웅 존버중지금 ㅋㅋㅋㅋ,10/21 10:20
content,번역학입문에서 newmark가 비판받았다고 하는데 이 내용 아시는 분 있으실까요? ㅠㅠ 뭘로 비판받았는지는 알겠는데 내용이 이해가 안가서요
comment,나이다랑 개념이 다르다해도 비슷하고 쓸데없이 술어들만 만들어낸 것...?,10/21 10:25
comment,규범주의로 비판받은건 무슨 말인가요?,10/21 10:27
comment,미안 난 다른 교수님이라 규범주의는 안배웠어...,10/21 10:38
comment,혹시 교수님 누구셔?? ㄱㅅㅇ 교수님?,10/21 10:57
comment,ㅇㅇ,10/21 11:07
comment,하 곧 시럼인데 지금 에타보고 있담ㅊ,10/21 11:55
content,4학점짜리 완전 망해서 슬프다...공부 열심히 했는데시험 창 안 떠서 얼레벌레 하다가10분 까먹고 시작함
comment,삭제된 댓글입니다.,
comment,말씀 드렸는데 교수님이 개인 사정이라고 시간을 더 주거나 하진 않는다 하심 ㅠㅠ 와이파이 접속 오류였음,10/21 10:12
content,자명 ㅇㅎㄱ 오늘 토론 뭐쓰는거야...?
content,교수님 너무졸린데수면명상 가능할까요..
content,지금 이클 저만이런가요ㄷㄷ
comment,크롬 ㄱㄱ,10/21 10:58
content,김근행 자명2 출첵해ㅛ어 ?
comment,이거 나도궁금,10/21 10:14
comment,나도 궁금,10/21 10:20
comment,ㄴ,10/21 10:22
content,바환 대생 다들 몇점이니 이럴거면 공부 안하고 찍었어도 똑같은 점수 나왔을듯
comment,ㅋㅋㅋㅋㅋㅋㅋㅋ루브르삥뽕,10/20 18:11
comment,울고싶다.... 나만 이래? 아니자너,10/20 18:14
comment,혹시 ㅂㅈㅎ교수님?,10/20 18:15
comment,응ㅜ,10/20 18:15
comment,하 몇 점대니.. ㅜ,10/20 18:15
comment,7n...........너는..?,10/20 18:16
comment,8n.. 솔직히 문제가 어렵지 않았어? ㅜ,10/20 18:17
comment,와 너 잘봤다,10/20 18:18
comment,ㄷㄷ,10/20 18:18
comment,익1아 너는?,10/20 18:19
comment,난 아랫글쓴이야,10/20 18:20
comment,삭제된 댓글입니다.,
comment,뭐야 다 8n이야 ???? 망했네,10/20 18:22
comment,이럴거면 공부 왜했나 ~,10/20 18:22
comment,자퇴해야겠어 내가 동국대 수준을 낮추고있어,10/20 18:22
comment,기말때 잘하면돼!!!!!!!!!!,10/20 18:24
comment,삭제된 댓글입니다.,
comment,왜 다 80점대...? 축하해....,10/20 18:44
comment,너무우울해하지마ㅜ 기말있잖아,10/20 18:47
comment,80점 턱걸이가 하위권이라고????? 덜덜덜덜덜덜덜,10/20 18:48
comment,고마워 친구,10/20 18:48
comment,뭐야 왜 다들 잘해..?,10/21 23:52
content,미적2 모래 시험인데 그냥 10장은 버려야겠다 ㅋㅋㅋㅋㅋㅋ
comment,뒤에도 만만치 않은듯하네요. ㅠ,10/20 18:38
comment,ㅅㅇㅇ 교슈님?,10/20 18:44
content,사범대 학생입니다 대외활동 정보는 어디서 구하나요??
content,아 경영학원론 공부할 시간이 없다...흐으으으으ㅡㅇ 오픈북이니까 ㄱㅊ겠지...?
comment,와 ㅁ무슨 교수님이셔..,10/20 19:08
comment,ㅈㅎㅊ 교수님 왜?!,10/20 19:10
comment,부러워서..,10/20 19:11
comment,너네는 캠키고해??,10/20 19:11
comment,캠키고 오픈북 아니고..,10/20 19:11
comment,우린 캠안키고 오픈북이네 공부한 사람이 풀 수 있게..? 시간이 촉박하댕 근데 난 안하는 중...,10/20 19:12
comment,나 ㅈㅈㅇ교수님인데 우리 모자못쓰나?,10/20 20:59
content,에세이를 어케 기깔나게쓰는거야 진짜 신기하네.. 글쓰기 특화형 뇌같은거잇냐 진짜 부러워죽겟다
content,원가관리회계 잘 봤니......우선 난 개망함
comment,나 시간 꽉채웠는데 애들 금방나갔더라😭,10/20 19:06
comment,개념은 엄청 공부했는데 문제 적용을 못시켜서 엄청 망했어요ㅋㅋㅋㅋㅋㅋㅋ쿠ㅜ,10/20 19:06
comment,진짜 25문제중에 20문제 찍은듯 어떡하냐,10/20 19:07
comment,5문제나 풀었닉 대단하다너,10/20 19:07
comment,난 푼게 별로 없어🤓🤓🤓,10/20 19:07
comment,진짜 ㅈㄴㅈㄴㅈㄴㅈㄴ 어려워 이걸 어케 60분안에 푸냐고ㅋㅋㅋㅋㅋㅋㅋ,10/20 20:01
comment,점수나왔다...개쌉망햤다....,10/21 22:13
comment,존나 망했다...,10/21 23:54
content,불인 ㅈㅈㅂ 교수님 시험범위 아는 사람 좀 알려주세요 ㅠ
content,아직 학교 한번도 안 가본 사람 있나?수업들으러
comment,저용,10/20 20:20
comment,나 대학교 어떻게 생겻는지 몰라 고등학교처럼 생기진 않았을거아니야,10/20 20:47
comment,수업들으러는 안가봄..,10/20 21:13
comment,따쉬..ㅠ 눙무리ㅠ,10/20 21:24
comment,나  문과나 사과대는 거의 그러지 않나?,10/20 23:34
content,민시경 ㄱㅇㅎ 교수님 대체과제 분량을 원고지 기준으로 말씀하셨는데 원고지에 써야하나? 뭐지.....
comment,삭제된 댓글입니다.,
comment,헐 진짜 그러네 알려줘서 고마워!!,10/20 20:14
comment,혹시 원고지에 써야하는거야??,10/21 08:59
comment,그건 나도 잘 모르겠어ㅜㅜㅜ,10/21 10:53
content,나 새끼..개병신인가수업있는거 까먹어서 결석함 ..에이쁠은 물 건너 간건가...
comment,나돈데..ㅋㅋ,10/20 20:15
comment,하..,10/20 20:16
comment,나도나도🤚🏻,10/20 20:16
comment,"나도나도 추석때ㅠㅠ 진짜 웃픈상황ㅋㅋㅋ,,",10/20 20:43
comment,나도,10/20 21:03
comment,나도 추석전날 그랬음ㅋㅋㅋㅋ,10/20 23:06
content,한일언어커뮤니케이션 나만 시험결과 0점으로떠??아니지??
comment,점수 아직 교수님이 입력안하면 그렇게 뜨기도 해!,10/20 20:46
content,ㅍㅌㄹ 교수님 영화리뷰 답장 온 사람 있어?! 대체 언제 오는거까
comment,나도 안옴 ㅋㅋㅋㅋ,10/20 21:14
content,웹엑스에서 같이 공부할사라... 공부 더럽게 안해
comment,오 이건 좋은생각 하지만 난 안하고 공부도 안할래홓,10/20 21:00
comment,공부하쟛..,10/20 22:05
comment,물리하고있는데 집중력 20분ㅎ,10/20 22:24
comment,난 10분 휴,10/20 22:31
comment,밤 샐래?,10/20 23:22
comment,늦게작래....,10/20 23:34
comment,5시에 자볼게,10/20 23:42
comment,시험 언젠뎅,10/20 23:44
comment,내일은 레포트쓰는고있고 목요일에 2개,10/20 23:51
comment,하 나 공부 언제해??? 지금까지 놀았네,10/20 23:53
comment,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ다 똑같아 진짜ㅋㅋㅋㅋㅋ,10/20 23:57
comment,"공부하자니까,,,",10/20 23:57
comment,이번엔 집중력 10분ㅎㅎ,10/21 00:09
comment,자고싶다,10/21 00:31
comment,일어나,10/21 00:46
comment,진짜 내 집중력 개똥이네,10/21 01:12
content,과제낼때마다조금 있어보이는 척 하지만 낮은 지식의 한계땜에 헛소리 짓껄이는 사람 되어버리네.. 교수님 내 과제 읽다가얘 뭐야? 하고 헛웃음 지으실지도 몰라당당하게 개소리하는 나 멋잇다!
comment,난가,10/20 23:16
